1,"123456789MPAN ",3,"11/09/17","0030","2400",30,"kVAr ","I","M",0,0,0,0,0,0,0,0,0,0,0,0,0.24,1.52,0.02,1.86,0,0,1.08,3.48,1.76,4.14,0.06,0.78,8.92,21.58,12.28,9.92,5,14.78,14.58,14.6,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"123456789MPAN ",6,"11/09/17","0030","2400",30,"kVAr ","E","M",6.96,7,7.16,7.12,7.28,7.2,7.22,7.2,7.18,7.38,8.1,9.7,10.56,6.12,11.98,10.84,14.48,15.42,9.6,0.04,2.9,8.22,13,13.28,1.44,0,0.84,0,0.82,0,0,0,10.74,12.32,11.12,10.06,9.62,7.94,7.8,7.44,7.14,7.28,7.24,7.24,7.24,7.2,7.22,7.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"BV1234        ",1,"11/09/17","0030","2400",30,"kW   ","I","M",197.24,200.46,198.06,199.88,196.98,198.44,195.62,199.8,203.1,212.4,272.86,297.4,312.24,332.56,378.52,371.48,380.36,371.6,377.52,390.2,404.92,434.98,430.46,420.1,386.34,387.04,397.82,359.8,345.32,341.3,330.22,348.42,325.58,350.88,326.46,320.98,313.26,351.22,347.04,337.24,325.32,269.68,224.44,220.3,217.84,208.58,206.08,199.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"BV1234        ",3,"11/09/17","0030","2400",30,"kVAr ","I","M",43.4,47.86,48.6,48.12,47.44,48.58,49.74,48.52,46.36,47.34,58.32,58.72,49.02,47.6,52.68,59.8,63.4,59.16,62.08,58.92,60.7,58.28,58.56,55.9,54.16,55.6,62.04,56.84,57.38,60.8,54.88,50.56,46.32,48.12,43.88,46.02,46.04,78.52,81.04,77.88,76.76,57.64,47.62,51.62,54.04,53.52,52.88,50.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"BV1234        ",6,"11/09/17","0030","2400",30,"kVAr ","E","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"123456789abcd ",1,"11/09/17","0030","2400",30,"kW   ","I","M",140.72,140.84,140.8,141.14,142.5,141.22,141.64,142.18,142.3,142.14,143.92,140.14,141.64,145.22,153.76,155.9,155.5,162,163,167.5,166.24,194.52,215.2,163.08,177.58,220.2,182.48,182,182.92,181.66,182.3,176.9,171.58,166.08,167.68,162.4,160.38,159.64,154.5,147.14,149.44,148.54,145.72,145.36,145.92,141.06,140.1,167.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"123456789abcd ",3,"11/09/17","0030","2400",30,"kVAr ","I","M",15.1,15.16,15.52,15.68,15.72,15.46,15.32,15.24,14.92,14.24,15.24,11.74,11.08,9.86,11.96,11.08,9.24,9.24,10.46,9.92,9.8,20.6,27.08,9.5,13.8,30.98,19.08,18.52,21,19.04,22.5,20.52,18.36,18.78,20.54,19.62,20.26,20.16,18.12,13.92,14.84,13.8,12.74,13.76,15,13.56,14.04,25.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"123456789abcd ",6,"11/09/17","0030","2400",30,"kVAr ","E","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ZYXW987654321A",1,"11/09/17","0030","2400",30,"kW   ","I","M",140.44,140.62,140.56,140.96,142.2,141,141.36,141.94,142.06,141.88,143.68,139.86,141.42,144.96,153.48,155.64,155.2,161.7,162.64,167.2,165.88,194.28,214.64,162.76,177.22,219.64,182.12,181.64,182.5,181.22,181.92,176.48,171.2,165.72,167.26,162.08,160.1,159.32,154.18,146.86,149.14,148.28,145.42,145.14,145.64,140.84,139.8,167.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ZYXW987654321A",3,"11/09/17","0030","2400",30,"kVAr ","I","M",15.04,15.1,15.46,15.62,15.62,15.4,15.26,15.14,14.82,14.2,15.16,11.64,11,9.82,11.88,11.04,9.18,9.18,10.4,9.88,9.7,20.54,26.92,9.4,13.72,30.82,19,18.44,20.84,18.94,22.4,20.38,18.28,18.68,20.48,19.52,20.16,20.06,18.04,13.82,14.78,13.7,12.68,13.7,14.92,13.5,13.98,25.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ZYXW987654321A",6,"11/09/17","0030","2400",30,"kVAr ","E","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"abcd123456789 ",1,"11/09/17","0030","2400",30,"kW   ","I","M",188.42,169.48,157.3,155.4,156.28,158.08,162.18,172.16,189.06,188.92,188.8,187.92,187.64,187.9,194.56,199.8,182.28,179.72,178.7,177.42,178.3,178.42,184.08,179.58,183.16,187,182.64,188.04,187.9,182.14,187.52,186.76,182.64,191.62,204.42,208.14,203.38,197.64,200.32,190.98,190.58,190.48,189.7,189.06,189.18,181.88,157.84,154.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"abcd123456789 ",3,"11/09/17","0030","2400",30,"kVAr ","I","M",28.42,27.4,25.86,25.48,25.48,25.98,26.88,27.64,28.68,28.54,28.28,28.16,28.04,28.28,33.54,37.24,43.9,48,47.36,46.72,46.98,46.72,50.3,46.98,49.28,51.72,48.12,52.48,52.86,48.12,52.48,52.1,48.64,30.46,40.44,43.64,39.56,34.44,36.86,28.42,28.16,28.04,28.16,27.9,27.9,27.52,25.6,24.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"abcd123456789 ",6,"11/09/17","0030","2400",30,"kVAr ","E","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"DCBA987654321A",1,"11/09/17","0030","2400",30,"kW   ","I","M",188.54,169.72,157.44,155.52,156.42,158.34,162.3,172.28,189.2,189.18,188.92,188.02,187.92,188.02,194.8,199.94,182.52,179.98,178.8,177.66,178.42,178.8,184.32,179.72,183.42,187.26,182.92,188.28,188.16,182.28,187.78,187,182.92,191.86,204.68,208.38,203.64,197.76,200.58,191.24,190.84,190.6,189.94,189.18,189.44,182.14,157.94,154.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"DCBA987654321A",3,"11/09/17","0030","2400",30,"kVAr ","I","M",28.68,27.4,26.12,25.6,25.72,26.12,27,27.9,28.68,28.8,28.42,28.28,28.28,28.42,33.8,37.38,44.16,48.26,47.62,46.84,47.24,46.98,50.44,47.24,49.54,51.96,48.38,52.74,53,48.38,52.6,52.48,48.9,30.6,40.7,43.78,39.8,34.68,37,28.68,28.28,28.28,28.28,28.04,28.16,27.78,25.72,24.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"DCBA987654321A",6,"11/09/17","0030","2400",30,"kVAr ","E","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
